Name,Time,Value
Tavian,2013-07-23 10-39-14.844,
,,0
,,0
Tavian,2013-07-23 10-39-16.001,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
Tavian,2013-07-23 10-39-19.184,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,256
,,0
,,1
,,1
,,64
,,0
,,65535
,,0
,,0
Tavian,2013-07-23 10-41-25.016,
,,0
Tavian,2013-07-23 10-41-26.015,
,,0
Tavian,2013-07-23 10-41-27.912,
,,65535
Tavian,2013-07-23 10-41-29.610,
Tavian,2013-07-23 10-41-30.513,
,,24
Tavian,2013-07-23 10-41-31.511,
Tavian,2013-07-23 10-41-32.122,
,,0
Tavian,2013-07-23 10-41-33.508,
,,24
,,0
,,0
Tavian,2013-07-23 10-41-35.407,
,,65535
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-41-40.006,
,,1
Tavian,2013-07-23 10-41-41.527,
,,20
,,0
Tavian,2013-07-23 10-41-42.902,
,,65535
Tavian,2013-07-23 10-41-43.902,
,,65535
Tavian,2013-07-23 10-41-46.502,
Tavian,2013-07-23 10-41-47.501,
,,1
,,32
,,52
Tavian,2013-07-23 10-41-49.999,
,,0
,,0
Tavian,2013-07-23 10-41-51.999,
,,1
,,0
,,16
,,1
,,65535
,,1
,,0
,,0
Tavian,2013-07-23 10-41-56.593,
,,1
Tavian,2013-07-23 10-41-58.495,
Tavian,2013-07-23 10-41-59.014,
,,15
,,1
,,3
Tavian,2013-07-23 10-42-04.490,
,,0
Tavian,2013-07-23 10-42-05.490,
Tavian,2013-07-23 10-42-06.100,
,,3
,,16
Tavian,2013-07-23 10-42-07.386,
Tavian,2013-07-23 10-42-08.006,
Tavian,2013-07-23 10-42-08.386,
,,0
Tavian,2013-07-23 10-42-11.985,
Tavian,2013-07-23 10-42-12.596,
,,0
,,1
,,65535
,,12
,,7
,,0
,,0
,,1
,,65535
,,0
,,0
Tavian,2013-07-23 10-42-23.589,
,,8
,,0
,,7
,,8
,,1
Tavian,2013-07-23 10-42-25.707,
,,39
,,1
Tavian,2013-07-23 10-42-28.972,
Tavian,2013-07-23 10-42-28.992,
,,8
,,0
,,0
Tavian,2013-07-23 10-42-30.871,
,,65535
,,8
Tavian,2013-07-23 10-42-35.069,
,,0
,,8
,,2
,,4
,,0
,,4
,,4
,,1
,,4
,,4
,,1
,,65535
Tavian,2013-07-23 10-42-46.963,
Tavian,2013-07-23 10-42-47.574,
,,4
,,1
,,65535
Tavian,2013-07-23 10-42-49.659,
Tavian,2013-07-23 10-42-51.059,
Tavian,2013-07-23 10-42-52.959,
Tavian,2013-07-23 10-42-53.570,
,,0
,,0
,,1
Tavian,2013-07-23 10-42-56.555,
Tavian,2013-07-23 10-42-58.455,
,,0
,,1
,,65535
,,2
,,1
Tavian,2013-07-23 10-43-05.049,
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-43-13.044,
,,0
Tavian,2013-07-23 10-43-15.944,
,,0
,,0
,,0
Tavian,2013-07-23 10-43-18.443,
,,0
,,0
Tavian,2013-07-23 10-43-20.941,
,,0
,,1
,,65535
,,0
Tavian,2013-07-23 10-43-26.937,
,,1
Tavian,2013-07-23 10-43-27.649,
Tavian,2013-07-23 10-43-27.938,
,,1
Tavian,2013-07-23 10-43-28.656,
Tavian,2013-07-23 10-43-28.938,
,,1
,,0
